swatch_id,img,x0,y0,x1,y1,top_stop,bottom_stop,border,text_cloud,grad_mag,border_contrast
swatch-073,IMG_6314.png,708,1218,854,1387,#e4e4e4,#e7e8e7,#c4c4c4,#ebebeb,3.39,32.7
swatch-074,IMG_6314.png,17,1309,199,1525,#ececec,#e9e9e9,#c3c3c3,#f2f2f2,2.93,45.97
swatch-075,IMG_6314.png,234,1309,416,1525,#f0f0f0,#f7f7f7,#eeeeee,#f7f7f7,6.84,7.64
swatch-076,IMG_6314.png,451,1309,633,1525,#f0f0f0,#f0f0f0,#f2f2f2,#f6f7f6,0.58,2.64
swatch-077,IMG_6314.png,668,1309,850,1525,#ececec,#ececec,#c7c7c7,#f1f3f1,0.23,41.9
swatch-078,IMG_6314.png,23,1371,266,1560,#f2f2f2,#f3f3f3,#c9c9c9,#f6f6f6,1.53,40.47
swatch-079,IMG_6314.png,312,1371,555,1560,#caddc6,#ecedec,#f1f2f1,#f0f1f0,29.41,0.42
swatch-080,IMG_6314.png,601,1371,844,1560,#f6f7f6,#ebebeb,#d1d1d1,#f3f3f3,11.61,32.17
swatch-081,IMG_6314.png,13,1419,159,1587,#e2e2e2,#e1e0e0,#c3c2c2,#e8e8e8,1.18,30.13
swatch-082,IMG_6314.png,361,1419,506,1587,#f2f3f2,#e9eae9,#f1f2f1,#edefed,8.82,3.4
swatch-083,IMG_6314.png,534,1419,680,1587,#f6f6f6,#eaeaea,#f0f0f0,#f0f0f0,12.21,0.02
swatch-084,IMG_6314.png,708,1419,854,1587,#e5e6e5,#e0e0e0,#c2c3c2,#e6e8e6,5.36,32.36
swatch-085,IMG_6314.png,17,1566,199,1783,#f0f0f0,#f6f6f6,#cbd2ca,#c8e3c2,6.55,11.23
swatch-086,IMG_6314.png,234,1566,416,1783,#f7f7f7,#f6f6f6,#e6eae5,#b9e6b0,0.65,25.08
swatch-087,IMG_6314.png,451,1566,633,1783,#e9e9e9,#f6f6f6,#d4d5d5,#949494,13.41,46.8
swatch-088,IMG_6314.png,668,1566,850,1783,#e7e8e7,#f6f6f6,#c4c4c4,#aaaaaa,14.76,4.07
swatch-089,IMG_6314.png,23,1596,266,1785,#f4f4f4,#f6f6f6,#d2d6d1,#ade9a0,2.58,17.43
swatch-090,IMG_6314.png,312,1596,555,1785,#e9e9e9,#f6f6f6,#dee4dc,#919191,13.17,46.7
swatch-091,IMG_6314.png,601,1596,844,1785,#e6e6e6,#f6f6f6,#cacbcc,#7b7b7b,16.02,39.23
swatch-092,IMG_6314.png,13,1619,159,1787,#cfcfcf,#f6f7f7,#c9d2c8,#e5e5e5,39.32,3.12
swatch-093,IMG_6314.png,187,1619,333,1787,#c0c0c0,#f6f6f6,#e0f0dd,#687e63,54.39,57.62
swatch-094,IMG_6314.png,361,1619,506,1787,#e9e9e9,#f6f6f6,#d5ded4,#797979,13.39,46.14
swatch-095,IMG_6314.png,534,1619,680,1787,#e9e8e9,#f6f6f6,#cbccce,#7a7a7a,13.85,66.01
swatch-096,IMG_6314.png,708,1619,854,1787,#dfdfdf,#f6f6f6,#bdbfc1,#deddde,23.41,1.87
img_6318_097,IMG_6318.png,13,16,159,184,#5e6367,#9d9d9d,#6e7072,#45494c,58.08,34.97
img_6318_098,IMG_6318.png,187,16,333,184,#5e6367,#2e2e2e,#444748,#45494c,52.9,12.19
img_6318_099,IMG_6318.png,361,16,506,184,#5e6367,#2e2e2e,#46484a,#45494c,53.02,9.91
img_6318_100,IMG_6318.png,534,16,680,184,#5e6367,#2e2e2e,#424547,#45494c,52.9,13.33
img_6318_101,IMG_6318.png,708,16,854,184,#5e6367,#2e2e2e,#434647,#45494c,53.02,5.34
img_6318_102,IMG_6318.png,23,18,266,207,#5e6367,#747474,#696c6d,#36383a,16.9,38.64
img_6318_103,IMG_6318.png,312,18,555,207,#5e6367,#2c2c2c,#454749,#36383a,54.78,3.14
img_6318_104,IMG_6318.png,601,18,844,207,#5e6367,#2c2c2c,#454749,#36383a,54.76,3.62
img_6318_105,IMG_6318.png,17,20,199,237,#5e6367,#454545,#545658,#313232,29.32,1.28
img_6318_106,IMG_6318.png,234,20,416,237,#5e6367,#292929,#434547,#313232,57.67,4.31
img_6318_107,IMG_6318.png,451,20,633,237,#5e6367,#292929,#444748,#313232,57.66,6.26
img_6318_108,IMG_6318.png,668,20,850,237,#5e6367,#292929,#434547,#313232,57.66,7.42
img_6318_109,IMG_6318.png,13,216,159,384,#282828,#414141,#414141,#292929,24.95,17.46
img_6318_110,IMG_6318.png,187,216,333,384,#282828,#414141,#333333,#292929,24.97,3.56
img_6318_111,IMG_6318.png,361,216,506,384,#282828,#414141,#333333,#292929,24.96,3.55
img_6318_112,IMG_6318.png,534,216,680,384,#282828,#414141,#333333,#292929,24.98,3.57
img_6318_113,IMG_6318.png,708,216,854,384,#282828,#414141,#333333,#292929,24.95,3.56
img_6318_114,IMG_6318.png,23,243,266,432,#262626,#414141,#353535,#414141,27.08,3.98
img_6318_115,IMG_6318.png,312,243,555,432,#262626,#414141,#353535,#414141,27.08,3.97
img_6318_116,IMG_6318.png,601,243,844,432,#262626,#414141,#353535,#414141,27.05,3.97
img_6318_117,IMG_6318.png,17,278,199,494,#222222,#414141,#393b39,#414141,30.76,7.18
img_6318_118,IMG_6318.png,234,278,416,494,#222222,#414141,#393b39,#414141,30.78,7.17
img_6318_119,IMG_6318.png,451,278,633,494,#222222,#414141,#393b39,#414141,30.72,7.18
img_6318_120,IMG_6318.png,668,278,850,494,#222222,#414141,#393b39,#414141,30.77,7.35
img_6318_121,IMG_6318.png,13,416,159,585,#414141,#a6e398,#76956f,#84ad7c,116.65,5.73
img_6318_122,IMG_6318.png,187,416,333,585,#414141,#a6e398,#76956f,#84ad7c,116.66,5.72
img_6318_123,IMG_6318.png,361,416,506,585,#414141,#a6e398,#76956f,#84ad7c,116.63,5.7
img_6318_124,IMG_6318.png,534,416,680,585,#414141,#a6e398,#76956f,#84ad7c,116.67,5.71
img_6318_125,IMG_6318.png,708,416,854,585,#414141,#a6e398,#75946e,#84ad7c,116.64,6.89
img_6318_126,IMG_6318.png,23,469,266,658,#414141,#484d46,#6f8c68,#a7e49a,7.8,60.82
img_6318_127,IMG_6318.png,312,469,555,658,#414141,#789771,#73916d,#a7e49a,63.04,59.3
img_6318_128,IMG_6318.png,601,469,844,658,#414141,#7d9f74,#779970,#a7e49a,68.34,52.83
img_6318_129,IMG_6318.png,17,536,199,752,#a8e59b,#8fd07f,#96d188,#4a5148,24.65,28.77
img_6318_130,IMG_6318.png,234,536,416,752,#a8e59b,#8fd07f,#96d089,#85ae7b,24.66,12.52
img_6318_131,IMG_6318.png,451,536,633,752,#a8e59b,#8fd07f,#95cf88,#7da074,24.65,10.63
img_6318_132,IMG_6318.png,668,536,850,752,#a8e59b,#8fd07f,#99d58b,#7ea276,24.65,9.71
img_6318_133,IMG_6318.png,13,617,159,785,#81ab76,#7ab16e,#709367,#94d484,6.85,28.17
img_6318_134,IMG_6318.png,187,617,333,785,#99d28b,#7ab16e,#769c6d,#94d484,31.06,28.0
img_6318_135,IMG_6318.png,361,617,506,785,#748f6e,#7ab16e,#779e6e,#94d484,13.38,25.01
img_6318_136,IMG_6318.png,534,617,680,785,#76916f,#7ab16e,#72946a,#94d484,12.52,31.65
img_6318_137,IMG_6318.png,708,617,854,785,#8ebd82,#7ab16e,#789e6e,#94d484,17.38,31.11
img_6318_138,IMG_6318.png,23,694,266,883,#93d383,#404040,#63855b,#474e46,98.97,9.9
img_6318_139,IMG_6318.png,312,694,555,883,#93d383,#404040,#6e8c66,#474e46,98.96,19.64
img_6318_140,IMG_6318.png,601,694,844,883,#93d383,#404040,#6b8963,#474e46,98.96,16.55
img_6318_141,IMG_6318.png,17,793,199,1010,#404040,#7daa71,#5b6a57,#569348,71.76,14.74
img_6318_142,IMG_6318.png,234,793,416,1010,#404040,#4d6448,#496343,#3f413e,18.98,5.52
img_6318_143,IMG_6318.png,451,793,633,1010,#404040,#8dab86,#5e7159,#5b8152,84.6,15.65
img_6318_144,IMG_6318.png,668,793,850,1010,#404040,#4e7644,#566053,#537a49,23.92,9.27
img_6318_145,IMG_6318.png,13,817,159,986,#404040,#569647,#4b6145,#5c9c4d,38.4,11.81
img_6318_146,IMG_6318.png,187,817,333,986,#404040,#569647,#485e42,#5c9c4d,38.41,14.07
img_6318_147,IMG_6318.png,361,817,506,986,#404040,#4a793d,#495945,#537c49,23.14,8.2
img_6318_148,IMG_6318.png,534,817,680,986,#404040,#4f7d43,#465642,#547c49,26.39,13.9
img_6318_149,IMG_6318.png,708,817,854,986,#404040,#4a793d,#485843,#4e7843,23.16,6.38
img_6318_150,IMG_6318.png,23,920,266,1109,#5b9c4c,#468237,#4e7e42,#eae8e7,22.52,83.18
img_6318_151,IMG_6318.png,312,920,555,1109,#4e7643,#558548,#55714e,#89a981,9.31,51.42
img_6318_152,IMG_6318.png,601,920,844,1109,#4c6246,#4f6a49,#5f8356,#51694b,4.87,10.09
img_6318_153,IMG_6318.png,13,1018,159,1186,#aac2a1,#403f3f,#626f5d,#458136,111.67,23.38
img_6318_154,IMG_6318.png,187,1018,333,1186,#a3be9a,#403f3f,#616e5c,#458136,105.2,23.49
img_6318_155,IMG_6318.png,361,1018,506,1186,#b8cbb4,#403f3f,#6a7667,#508842,125.45,19.97
img_6318_156,IMG_6318.png,534,1018,680,1186,#a2bb9b,#403f3f,#667262,#508842,104.57,17.36
img_6318_157,IMG_6318.png,708,1018,854,1186,#b6c9b1,#403f3f,#697565,#508842,123.42,19.54
img_6318_158,IMG_6318.png,17,1051,199,1267,#4a863a,#436b38,#5d7257,#3b5634,12.07,27.69
img_6318_159,IMG_6318.png,234,1051,416,1267,#4a6045,#44593f,#506f47,#403f3f,6.32,19.25
img_6318_160,IMG_6318.png,451,1051,633,1267,#4f8441,#436b38,#6f8d67,#5e7858,15.15,29.28
img_6318_161,IMG_6318.png,668,1051,850,1267,#517d46,#4a6942,#5c6d57,#56704f,10.35,12.79
img_6318_162,IMG_6318.png,23,1145,266,1334,#40403f,#3f6335,#486540,#426838,15.25,7.91
img_6318_163,IMG_6318.png,312,1145,555,1334,#a8b0a6,#42653a,#4f6a48,#4f7c43,94.75,8.39
img_6318_164,IMG_6318.png,601,1145,844,1334,#5c6459,#475a42,#506c49,#545d51,18.1,12.59
img_6318_165,IMG_6318.png,13,1218,159,1387,#436b39,#97a693,#646f61,#406536,77.7,22.72
img_6318_166,IMG_6318.png,187,1218,333,1387,#446d39,#9caa98,#616d5e,#406536,81.11,25.73
img_6318_167,IMG_6318.png,361,1218,506,1387,#46703b,#9ec694,#6f8d67,#406536,88.0,36.83
img_6318_168,IMG_6318.png,534,1218,680,1387,#4c7641,#88b07e,#65805e,#406536,60.03,31.35
img_6318_169,IMG_6318.png,708,1218,854,1387,#48703e,#acb6a7,#7d847a,#406536,91.68,44.32
img_6318_170,IMG_6318.png,17,1309,199,1525,#5d7a55,#3f3f3f,#4c5849,#536d4d,36.88,28.95
img_6318_171,IMG_6318.png,234,1309,416,1525,#43563e,#3f3f3f,#485b43,#3c443a,9.34,7.91
img_6318_172,IMG_6318.png,451,1309,633,1525,#6e9464,#3f3f3f,#4b6445,#5c7e54,56.67,45.18
img_6318_173,IMG_6318.png,668,1309,850,1525,#47633f,#3f3f3f,#525b4f,#3b5a33,14.7,12.58
img_6318_174,IMG_6318.png,23,1371,266,1560,#d7d9d6,#3f3f3f,#677164,#37522f,152.39,43.12
img_6318_175,IMG_6318.png,312,1371,555,1560,#9ac191,#3f3f3f,#5c6b58,#37532f,101.08,25.05
img_6318_176,IMG_6318.png,601,1371,844,1560,#687264,#3f3f3f,#596455,#4e594c,43.02,19.62
img_6318_177,IMG_6318.png,13,1419,159,1587,#385631,#78b967,#4b6444,#3c423a,72.35,19.07
img_6318_178,IMG_6318.png,187,1419,333,1587,#385631,#7dc46a,#4c6745,#3c423a,78.77,20.84
img_6318_179,IMG_6318.png,361,1419,506,1587,#395631,#88ca77,#506b49,#4c6047,88.09,18.09
img_6318_180,IMG_6318.png,534,1419,680,1587,#3c5b34,#87c975,#506a49,#4c6047,83.47,16.64
img_6318_181,IMG_6318.png,708,1419,854,1587,#395631,#84c972,#4f6948,#565c54,85.29,14.86
img_6318_182,IMG_6318.png,17,1566,199,1783,#7cc26a,#343739,#62795d,#83c074,86.81,64.0
img_6318_183,IMG_6318.png,234,1566,416,1783,#597751,#343739,#698f61,#516a4b,41.69,19.62
img_6318_184,IMG_6318.png,451,1566,633,1783,#7dc36a,#343739,#719c67,#9fb699,87.19,56.87
img_6318_185,IMG_6318.png,668,1566,850,1783,#71a663,#343739,#647961,#74b863,71.56,28.57
img_6318_186,IMG_6318.png,23,1596,266,1785,#79bf67,#343739,#5c7856,#f6faf5,83.83,94.75
img_6318_187,IMG_6318.png,312,1596,555,1785,#78b168,#3c4042,#64855e,#6e9e62,70.35,34.03
img_6318_188,IMG_6318.png,601,1596,844,1785,#688b5e,#343739,#72906c,#5d7956,57.74,8.46
img_6318_189,IMG_6318.png,13,1619,159,1787,#76bb65,#343739,#63775f,#84be76,80.77,51.02
img_6318_190,IMG_6318.png,187,1619,333,1787,#77bd66,#343739,#647a61,#d0e6ca,81.85,64.31
img_6318_191,IMG_6318.png,361,1619,506,1787,#77bd66,#494d50,#667a63,#73926b,60.23,31.13
img_6318_192,IMG_6318.png,534,1619,680,1787,#77bd66,#343739,#697d65,#95ad90,82.1,30.53
img_6318_193,IMG_6318.png,708,1619,854,1787,#78bd66,#343739,#657b62,#8cc37f,82.41,57.15
img_6319_194,IMG_6319.png,13,16,159,184,#343739,#3f463e,#404d3f,#404040,10.31,4.45
img_6319_195,IMG_6319.png,187,16,333,184,#4a4d4e,#5a9a4b,#4e6e48,#3f503b,32.57,6.3
img_6319_196,IMG_6319.png,361,16,506,184,#626466,#4c574a,#53674f,#404040,21.27,22.12
img_6319_197,IMG_6319.png,534,16,680,184,#46484a,#48763c,#495f45,#5f655d,20.76,2.43
img_6319_198,IMG_6319.png,708,16,854,184,#343739,#4d574b,#435441,#404040,24.93,5.59
img_6319_199,IMG_6319.png,23,18,266,207,#343739,#4e7843,#42553f,#46663f,33.66,5.97
img_6319_200,IMG_6319.png,312,18,555,207,#898b8c,#4e6b47,#597154,#404040,53.89,19.66
img_6319_201,IMG_6319.png,601,18,844,207,#343739,#4d6f45,#445841,#5e7359,31.23,5.83
img_6319_202,IMG_6319.png,17,20,199,237,#343739,#455d3f,#435441,#3d433c,20.58,0.58
img_6319_203,IMG_6319.png,234,20,416,237,#343739,#619a52,#61735e,#589649,56.46,16.13
img_6319_204,IMG_6319.png,451,20,633,237,#343739,#638d58,#667164,#5b8251,54.56,21.76
img_6319_205,IMG_6319.png,668,20,850,237,#343739,#4e6548,#445a41,#5b6659,29.08,5.33
img_6319_206,IMG_6319.png,13,216,159,384,#3f453d,#3d413c,#435a3d,#404040,2.27,8.68
img_6319_207,IMG_6319.png,187,216,333,384,#d1dacc,#417b32,#709d64,#84aa79,131.06,30.1
img_6319_208,IMG_6319.png,361,216,506,384,#4b5649,#454d43,#4c7641,#404040,6.92,13.86
img_6319_209,IMG_6319.png,534,216,680,384,#dde4db,#528c44,#769f6b,#93b28a,125.72,36.42
img_6319_210,IMG_6319.png,708,216,854,384,#4e584b,#4f584d,#537849,#404040,1.11,12.71
img_6319_211,IMG_6319.png,23,243,266,432,#7c9076,#403f3f,#5c6659,#427c34,65.23,17.12
img_6319_212,IMG_6319.png,312,243,555,432,#4c6945,#403f3f,#64795f,#404040,20.13,24.26
img_6319_213,IMG_6319.png,601,243,844,432,#94a48f,#403f3f,#677a62,#518842,88.13,9.4
img_6319_214,IMG_6319.png,17,278,199,494,#42593c,#404e3c,#4b5b46,#3e403d,4.54,13.41
img_6319_215,IMG_6319.png,234,278,416,494,#4a873b,#436c39,#5f7458,#3b6032,12.06,28.2
img_6319_216,IMG_6319.png,451,278,633,494,#a7c0a1,#436c39,#657960,#628459,96.02,17.66
img_6319_217,IMG_6319.png,668,278,850,494,#50684a,#465c41,#5b7654,#535a52,10.25,19.15
img_6319_218,IMG_6319.png,13,416,159,585,#403f3f,#3f423e,#3f493d,#3f3f3f,1.87,3.06
img_6319_219,IMG_6319.png,187,416,333,585,#403f3f,#b1bcae,#596b54,#426938,116.39,19.14
img_6319_220,IMG_6319.png,361,416,506,585,#403f3f,#445240,#41563c,#3f3f3f,8.29,4.59
img_6319_221,IMG_6319.png,534,416,680,585,#403f3f,#9fc895,#577150,#426a38,105.73,13.37
img_6319_222,IMG_6319.png,708,416,854,585,#403f3f,#455142,#44583f,#3f3f3f,8.59,4.04
img_6319_223,IMG_6319.png,23,469,266,658,#415c3a,#5d6c59,#4f5f4a,#3e6035,25.03,2.24
img_6319_224,IMG_6319.png,312,469,555,658,#445e3e,#40553a,#56744f,#3e403d,5.78,21.9
img_6319_225,IMG_6319.png,601,469,844,658,#46663d,#73916c,#54724d,#3f6335,45.49,4.14
img_6319_226,IMG_6319.png,17,536,199,752,#3f4d3b,#3d413b,#495347,#3d433c,4.76,11.63
img_6319_227,IMG_6319.png,234,536,416,752,#3f6436,#364d2f,#4d5e49,#8e9d89,12.97,38.84
img_6319_228,IMG_6319.png,451,536,633,752,#3f6436,#3a5833,#51654b,#8aaf80,6.58,29.53
img_6319_229,IMG_6319.png,668,536,850,752,#44593f,#445440,#4c6345,#4b6445,2.34,9.2
img_6319_230,IMG_6319.png,13,617,159,785,#3e423d,#3f3f3f,#3d453b,#3f3f3f,1.66,2.63
img_6319_231,IMG_6319.png,187,617,333,785,#e1e1e1,#3f3f3f,#70786e,#375330,162.22,51.82
img_6319_232,IMG_6319.png,361,617,506,785,#435140,#3f3f3f,#3e4f39,#3f3f3f,7.79,4.41
img_6319_233,IMG_6319.png,534,617,680,785,#d3ffc9,#3f3f3f,#6e8768,#375430,159.45,47.44
img_6319_234,IMG_6319.png,708,617,854,785,#445041,#3f3f3f,#43533e,#3f3f3f,8.33,3.21
img_6319_235,IMG_6319.png,23,694,266,883,#394c34,#628b57,#4b6345,#40413f,46.29,4.22
img_6319_236,IMG_6319.png,312,694,555,883,#3e5039,#668a5c,#567a4d,#3f3f3f,44.22,16.7
img_6319_237,IMG_6319.png,601,694,844,883,#3d5436,#74a966,#5a7a52,#424141,62.56,6.14
img_6319_238,IMG_6319.png,17,793,199,1010,#464f43,#4d6148,#596c54,#3f3e3e,10.1,9.04
img_6319_239,IMG_6319.png,234,793,416,1010,#6ba45c,#e1efde,#6e9664,#75ba64,107.74,42.19
img_6319_240,IMG_6319.png,451,793,633,1010,#ddebd9,#263d20,#63785d,#588c4b,180.83,36.67
img_6319_241,IMG_6319.png,668,793,850,1010,#858b83,#4c6347,#6d9164,#7fa874,52.26,9.85
img_6319_242,IMG_6319.png,13,817,159,986,#3f3f3e,#3f403f,#526a4b,#3f3e3e,0.6,24.01
img_6319_243,IMG_6319.png,187,817,333,986,#7cc26a,#ffffff,#aad69e,#93c985,113.62,4.05
